loss: 7.1696 | epoch: 121/30000 | score: 65 | time left: 2 days, 2:03:23 | avg_q: 2.9612 | epsilon: 0.1 | reward: -78 | avg time per epoch: 0:00:06 | time elapsed: 0:12:09 | 
loss: 4.1454 | epoch: 122/30000 | score: 49 | time left: 2 days, 2:03:23 | avg_q: 2.9062 | epsilon: 0.1 | reward: -88 | avg time per epoch: 0:00:06 | time elapsed: 0:12:15 | 
loss: 4.2187 | epoch: 123/30000 | score: 117 | time left: 2 days, 2:29:57 | avg_q: 2.9644 | epsilon: 0.1 | reward: -70 | avg time per epoch: 0:00:06 | time elapsed: 0:12:28 | 
loss: 9.8719 | epoch: 124/30000 | score: 53 | time left: 2 days, 2:29:44 | avg_q: 3.0197 | epsilon: 0.1 | reward: -88 | avg time per epoch: 0:00:06 | time elapsed: 0:12:34 | 
loss: 7.1640 | epoch: 125/30000 | score: 74 | time left: 2 days, 2:38:44 | avg_q: 3.1015 | epsilon: 0.1 | reward: -79 | avg time per epoch: 0:00:06 | time elapsed: 0:12:42 | 
loss: 10.4913 | epoch: 126/30000 | score: 84 | time left: 2 days, 2:51:26 | avg_q: 3.2055 | epsilon: 0.1 | reward: -78 | avg time per epoch: 0:00:06 | time elapsed: 0:12:52 | 
loss: 6.5754 | epoch: 127/30000 | score: 57 | time left: 2 days, 2:52:46 | avg_q: 3.3147 | epsilon: 0.1 | reward: -81 | avg time per epoch: 0:00:06 | time elapsed: 0:12:58 | 
loss: 3.8557 | epoch: 128/30000 | score: 52 | time left: 2 days, 2:51:45 | avg_q: 3.4236 | epsilon: 0.1 | reward: -87 | avg time per epoch: 0:00:06 | time elapsed: 0:13:04 | 
loss: 0.8841 | epoch: 129/30000 | score: 41 | time left: 2 days, 2:46:47 | avg_q: 3.4818 | epsilon: 0.1 | reward: -90 | avg time per epoch: 0:00:06 | time elapsed: 0:13:09 | 
loss: 10.4956 | epoch: 130/30000 | score: 123 | time left: 2 days, 3:14:03 | avg_q: 3.4789 | epsilon: 0.1 | reward: -56 | avg time per epoch: 0:00:06 | time elapsed: 0:13:22 | 
loss: 3.5701 | epoch: 131/30000 | score: 42 | time left: 2 days, 3:08:53 | avg_q: 3.4601 | epsilon: 0.1 | reward: -86 | avg time per epoch: 0:00:06 | time elapsed: 0:13:27 | 
loss: 3.9105 | epoch: 132/30000 | score: 41 | time left: 2 days, 3:04:57 | avg_q: 3.3619 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:06 | time elapsed: 0:13:32 | 
loss: 4.5455 | epoch: 133/30000 | score: 49 | time left: 2 days, 3:03:14 | avg_q: 3.2825 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:06 | time elapsed: 0:13:38 | 
