loss: No train | epoch: 1/20000 | score: 51 | time left: 17:06:22 | avg_q: 0.0324 | epsilon: 1.0 | reward: -95 | avg time per epoch: 0:00:03 | time elapsed: 0:00:03 | 
loss: 6.7300 | epoch: 110/20000 | score: 42 | time left: 1 day, 7:56:00 | avg_q: 5.0939 | epsilon: 0.94 | reward: -90 | avg time per epoch: 0:00:05 | time elapsed: 0:10:35 | 
loss: 13.1449 | epoch: 111/20000 | score: 42 | time left: 1 day, 7:53:18 | avg_q: 5.1630 | epsilon: 0.94 | reward: -89 | avg time per epoch: 0:00:05 | time elapsed: 0:10:40 | 
loss: 6.8500 | epoch: 112/20000 | score: 52 | time left: 1 day, 7:53:50 | avg_q: 4.8922 | epsilon: 0.94 | reward: -85 | avg time per epoch: 0:00:05 | time elapsed: 0:10:46 | 
loss: 0.6803 | epoch: 113/20000 | score: 42 | time left: 1 day, 7:51:15 | avg_q: 6.0585 | epsilon: 0.94 | reward: -88 | avg time per epoch: 0:00:05 | time elapsed: 0:10:51 | 
loss: 0.9194 | epoch: 114/20000 | score: 42 | time left: 1 day, 7:48:42 | avg_q: 3.9600 | epsilon: 0.94 | reward: -90 | avg time per epoch: 0:00:05 | time elapsed: 0:10:56 | 
loss: 4.0816 | epoch: 115/20000 | score: 42 | time left: 1 day, 7:46:12 | avg_q: 5.5882 | epsilon: 0.94 | reward: -93 | avg time per epoch: 0:00:05 | time elapsed: 0:11:01 | 
loss: 0.6335 | epoch: 116/20000 | score: 52 | time left: 1 day, 7:46:49 | avg_q: 4.9839 | epsilon: 0.94 | reward: -85 | avg time per epoch: 0:00:05 | time elapsed: 0:11:07 | 
loss: 3.5691 | epoch: 117/20000 | score: 50 | time left: 1 day, 7:46:51 | avg_q: 4.6185 | epsilon: 0.94 | reward: -88 | avg time per epoch: 0:00:05 | time elapsed: 0:11:13 | 
loss: 9.8946 | epoch: 118/20000 | score: 42 | time left: 1 day, 7:44:26 | avg_q: 4.9461 | epsilon: 0.94 | reward: -86 | avg time per epoch: 0:00:05 | time elapsed: 0:11:18 | 
loss: 6.7334 | epoch: 119/20000 | score: 42 | time left: 1 day, 7:42:04 | avg_q: 5.6542 | epsilon: 0.94 | reward: -88 | avg time per epoch: 0:00:05 | time elapsed: 0:11:23 | 
loss: 3.6640 | epoch: 120/20000 | score: 48 | time left: 1 day, 7:41:27 | avg_q: 4.9585 | epsilon: 0.94 | reward: -85 | avg time per epoch: 0:00:05 | time elapsed: 0:11:28 | 
loss: 10.5874 | epoch: 121/20000 | score: 42 | time left: 1 day, 7:39:08 | avg_q: 5.8504 | epsilon: 0.94 | reward: -91 | avg time per epoch: 0:00:05 | time elapsed: 0:11:33 | 
loss: 0.7827 | epoch: 122/20000 | score: 95 | time left: 1 day, 7:52:20 | avg_q: 5.0117 | epsilon: 0.94 | reward: -68 | avg time per epoch: 0:00:05 | time elapsed: 0:11:44 | 
loss: 7.1905 | epoch: 123/20000 | score: 42 | time left: 1 day, 7:50:01 | avg_q: 6.2891 | epsilon: 0.94 | reward: -89 | avg time per epoch: 0:00:05 | time elapsed: 0:11:49 | 
loss: 7.0277 | epoch: 124/20000 | score: 42 | time left: 1 day, 7:47:42 | avg_q: 4.7859 | epsilon: 0.93 | reward: -85 | avg time per epoch: 0:00:05 | time elapsed: 0:11:54 | 
loss: 0.9853 | epoch: 125/20000 | score: 42 | time left: 1 day, 7:45:22 | avg_q: 6.8795 | epsilon: 0.93 | reward: -86 | avg time per epoch: 0:00:05 | time elapsed: 0:11:58 | 
loss: 10.8913 | epoch: 126/20000 | score: 84 | time left: 1 day, 7:54:54 | avg_q: 4.1423 | epsilon: 0.93 | reward: -68 | avg time per epoch: 0:00:05 | time elapsed: 0:12:08 | 
loss: 7.6549 | epoch: 127/20000 | score: 42 | time left: 1 day, 7:52:34 | avg_q: 5.5018 | epsilon: 0.93 | reward: -87 | avg time per epoch: 0:00:05 | time elapsed: 0:12:13 | 
loss: 0.5717 | epoch: 128/20000 | score: 51 | time left: 1 day, 7:52:39 | avg_q: 6.0619 | epsilon: 0.93 | reward: -83 | avg time per epoch: 0:00:05 | time elapsed: 0:12:19 | 
loss: 6.9106 | epoch: 129/20000 | score: 51 | time left: 1 day, 7:52:40 | avg_q: 5.4167 | epsilon: 0.93 | reward: -85 | avg time per epoch: 0:00:05 | time elapsed: 0:12:24 | 
